parser,embedding,llm,reasoning_effort,temperature,append_outputs,hyperparam_id,doi,dimension,human_coder,paper_id,cosine,deviation_agree
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_35,transf,JC,30,0.9087871753783919,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_35,missd,BC,30,0.7479466943540878,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_35,missd,JC,30,0.770175286014705,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_36,hypothesis,BC,31,0.5884775083429932,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_36,hypothesis,JC,31,0.995486368726781,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_36,datas,BC,31,0.8580274948219726,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_36,datas,JC,31,0.916964364705991,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_36,inex,BC,31,0.9096574918439638,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_36,inex,JC,31,0.6665989772521939,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_36,samplesize,BC,31,0.9210312369322698,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_36,samplesize,JC,31,0.5646362062475067,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_36,manvars,BC,31,0.6505296400414716,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_36,manvars,JC,31,0.8389458837625351,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_36,measurevars,BC,31,0.6811143127281498,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_36,measurevars,JC,31,0.46417043274312336,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_36,stats,BC,31,0.4721669444367438,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_36,stats,JC,31,0.7760018672733355,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_36,transf,BC,31,0.604159431285542,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_36,transf,JC,31,0.739323233386039,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_36,missd,BC,31,0.25997811085266304,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_36,missd,JC,31,0.37682800432645236,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_37,hypothesis,BC,32,0.4733366833061815,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_37,hypothesis,JC,32,0.740198646273151,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_37,datas,BC,32,0.7275205696144328,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_37,datas,JC,32,0.6091275901708202,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_37,inex,BC,32,0.7643229231384083,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_37,inex,JC,32,0.9260403274649874,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_37,samplesize,BC,32,0.47372429806542327,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_37,samplesize,JC,32,0.9783191901484217,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_37,manvars,BC,32,0.6943870711186544,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_37,manvars,JC,32,0.6217815452654899,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_37,measurevars,BC,32,0.6235941116446168,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_37,measurevars,JC,32,0.7315249086225196,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_37,stats,BC,32,0.794092228838403,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_37,stats,JC,32,0.48388905151728406,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_37,transf,BC,32,0.4882233791957961,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_37,transf,JC,32,0.896215737694123,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_37,missd,BC,32,0.3273779263000823,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_37,missd,JC,32,0.7563986029564737,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_38,hypothesis,BC,33,0.6405930488243112,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_38,hypothesis,JC,33,0.6034559265062225,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_38,datas,BC,33,0.7844885300145475,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_38,datas,JC,33,0.7757037630267454,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_38,inex,BC,33,0.5466584848438035,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_38,inex,JC,33,0.4940742059662044,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_38,samplesize,BC,33,0.6935237350568668,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_38,samplesize,JC,33,0.9885102332576108,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_38,manvars,BC,33,0.7418646536525358,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_38,manvars,JC,33,0.5843349406147624,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_38,measurevars,BC,33,0.7268447410409574,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_38,measurevars,JC,33,0.5173787056921846,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_38,stats,BC,33,0.6450096630411386,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_38,stats,JC,33,0.7517166687858268,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_38,transf,BC,33,0.714325507668321,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_38,transf,JC,33,0.43630625731923367,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_38,missd,BC,33,0.809599552799497,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_38,missd,JC,33,1,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_39,hypothesis,BC,34,0.8015824040210228,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_39,hypothesis,JC,34,0.5653541892401035,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_39,datas,BC,34,0.6251309772006521,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_39,datas,JC,34,0.5397054376847817,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_39,inex,BC,34,0.9671013672832478,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_39,inex,JC,34,0.602828138325619,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_39,samplesize,BC,34,0.38695586077641214,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_39,samplesize,JC,34,0.41092502290192423,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_39,manvars,BC,34,0.7510716135617007,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_39,manvars,JC,34,0.9016610250986207,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_39,measurevars,BC,34,0.9458855075038892,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_39,measurevars,JC,34,0.7880600240462579,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_39,stats,BC,34,0.662730266735753,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_39,stats,JC,34,0.9724629033099407,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_39,transf,BC,34,0.5882921865906914,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_39,transf,JC,34,0.19054084130148913,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_39,missd,BC,34,0.6697951302818743,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_39,missd,JC,34,0.800791773052243,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_40,hypothesis,BC,36,0.7015716234793337,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_40,hypothesis,JC,36,0.8525367024715176,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_40,datas,BC,36,0.4735090949048684,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_40,datas,JC,36,0.5323434103609187,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_40,inex,BC,36,0.7289173597090826,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_40,inex,JC,36,0.7875147908089367,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_40,samplesize,BC,36,1,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_40,samplesize,JC,36,0.8550130102102524,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_40,manvars,BC,36,0.4889980681237693,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_40,manvars,JC,36,0.9867801941783759,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_40,measurevars,BC,36,1,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_40,measurevars,JC,36,0.8283016879944565,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_40,stats,BC,36,0.6015466999037097,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_40,stats,JC,36,0.9327294209097997,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_40,transf,BC,36,0.4965760819112491,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_40,transf,JC,36,0.7195022215826505,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_40,missd,BC,36,0.7514981397739255,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_40,missd,JC,36,0.5990482795772413,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_41,hypothesis,BC,37,0.7356852222975722,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_41,hypothesis,JC,37,0.7213997778998831,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_41,datas,BC,37,0.4820326096084101,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_41,datas,JC,37,0.6837936950393276,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_41,inex,BC,37,0.8858468376686065,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_41,inex,JC,37,0.5175418249621565,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_41,samplesize,BC,37,0.4231344423240982,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_41,samplesize,JC,37,0.6264778922185475,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_41,manvars,BC,37,0.6715029361611392,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_41,manvars,JC,37,0.7285747523610147,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_41,measurevars,BC,37,0.6250258193358311,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_41,measurevars,JC,37,0.7589609114470562,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_41,stats,BC,37,0.9407193679195521,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_41,stats,JC,37,0.8848785049404784,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_41,transf,BC,37,0.6692079092955227,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_41,transf,JC,37,0.7267860781272427,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_41,missd,BC,37,0.743874936390408,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_41,missd,JC,37,0.4815673356904913,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_42,hypothesis,BC,38,0.7837810281512585,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_42,hypothesis,JC,38,0.8408542517367295,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_42,datas,BC,38,0.9020383888335861,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_42,datas,JC,38,0.929390941992515,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_42,inex,BC,38,0.6938329607788501,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_42,inex,JC,38,0.4988992351608303,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_42,samplesize,BC,38,0.7256839220293588,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_42,samplesize,JC,38,0.8464050161071153,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_42,manvars,BC,38,0.7641960260074262,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_42,manvars,JC,38,0.9578479185729011,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_42,measurevars,BC,38,0.8559554153975106,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_42,measurevars,JC,38,0.8469515833687769,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_42,stats,BC,38,0.42679254058387195,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_42,stats,JC,38,0.8607164235880875,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_42,transf,BC,38,0.5483374094466702,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_42,transf,JC,38,0.33590227049610594,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_42,missd,BC,38,0.8236219866502258,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_42,missd,JC,38,0.6678221715135757,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_43,hypothesis,BC,39,0.9993689282740904,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_43,hypothesis,JC,39,0.7962313488298614,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_43,datas,BC,39,0.7309034974254932,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_43,datas,JC,39,0.568237827016687,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_43,inex,BC,39,0.8781789854247483,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_43,inex,JC,39,0.7887926137966361,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_43,samplesize,BC,39,0.6689075199281528,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_43,samplesize,JC,39,0.6705790928279446,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_43,manvars,BC,39,0.9116636729877889,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_43,manvars,JC,39,0.7750722620141022,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_43,measurevars,BC,39,0.608238079315656,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_43,measurevars,JC,39,0.7920967437318494,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_43,stats,BC,39,0.43377383175564255,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_43,stats,JC,39,0.8983643714131552,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_43,transf,BC,39,0.8212409474097354,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_43,transf,JC,39,0.952271773709085,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_43,missd,BC,39,0.8249941379171336,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_43,missd,JC,39,0.7767289596471335,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_44,hypothesis,BC,40,0.2547244562852127,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_44,hypothesis,JC,40,0.5575381217580438,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_44,datas,BC,40,0.6342648318673432,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_44,datas,JC,40,0.9487246158748857,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_44,inex,BC,40,0.8678398945842117,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_44,inex,JC,40,0.7842213018562101,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_44,samplesize,BC,40,0.4159855910287449,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_44,samplesize,JC,40,0.7199779056852615,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_44,manvars,BC,40,0.8679283351394046,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_44,manvars,JC,40,0.7361838882303275,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_44,measurevars,BC,40,0.8773749278523825,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_44,measurevars,JC,40,0.572086223711356,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_44,stats,BC,40,0.3756466631442549,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_44,stats,JC,40,0.5682179078737413,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_44,transf,BC,40,0.3128653011387846,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_44,transf,JC,40,0.7762584584417512,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_44,missd,BC,40,0.5856672827867417,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_44,missd,JC,40,0.8504063380030064,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_45,hypothesis,BC,41,0.7493731891699353,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_45,hypothesis,JC,41,0.32425977152543817,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_45,datas,BC,41,0.5627923782497661,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_45,datas,JC,41,0.6169193174804023,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_45,inex,BC,41,0.9186464164060593,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_45,inex,JC,41,0.7874108855106925,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_45,samplesize,BC,41,0.9005070529964276,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_45,samplesize,JC,41,0.4619279313300566,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_45,manvars,BC,41,0.8562552334418261,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_45,manvars,JC,41,0.6127219475154658,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_45,measurevars,BC,41,0.8227741688906318,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_45,measurevars,JC,41,0.6817423407226813,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_45,stats,BC,41,0.9173549187821738,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_45,stats,JC,41,0.6783996825271409,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_45,transf,BC,41,0.8349728193784843,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_45,transf,JC,41,0.6317474797459679,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_45,missd,BC,41,0.6970708635011557,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_45,missd,JC,41,0.8427093812589725,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_46,hypothesis,BC,42,0.8398989719051083,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_46,hypothesis,JC,42,0.5833635258498697,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_46,datas,BC,42,0.44648720973359146,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_46,datas,JC,42,0.8580105412800753,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_46,inex,BC,42,0.4682240120256866,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_46,inex,JC,42,0.6061918920982191,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_46,samplesize,BC,42,0.7086501883280513,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_46,samplesize,JC,42,0.654483589417214,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_46,manvars,BC,42,0.8876071763258935,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_46,manvars,JC,42,0.6481576154575749,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_46,measurevars,BC,42,0.9391992703205571,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_46,measurevars,JC,42,0.5179527312459664,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_46,stats,BC,42,0.47053880833603545,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_46,stats,JC,42,0.3523287986974831,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_46,transf,BC,42,0.9303501143157009,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_46,transf,JC,42,0.5369257497278642,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_46,missd,BC,42,0.7697898301208329,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_46,missd,JC,42,0.7506661242183719,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_47,hypothesis,BC,43,0.7701854319720658,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_47,hypothesis,JC,43,0.6933295583965697,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_47,datas,BC,43,0.49654961936066677,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_47,datas,JC,43,0.720645991942733,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_47,inex,BC,43,0.7018817463559126,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_47,inex,JC,43,0.5977878116593184,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_47,samplesize,BC,43,0.7257202033273551,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_47,samplesize,JC,43,0.8809686643813568,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_47,manvars,BC,43,0.7055566671509459,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_47,manvars,JC,43,0.8057539757112877,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_47,measurevars,BC,43,0.6359657626790677,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_47,measurevars,JC,43,0.7454556977831774,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_47,stats,BC,43,0.868863094287318,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_47,stats,JC,43,0.8081148973192246,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_47,transf,BC,43,0.7531890487084905,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_47,transf,JC,43,0.3778652638793417,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_47,missd,BC,43,0.4056637234948634,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_47,missd,JC,43,0.8160067024795078,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_48,hypothesis,BC,44,0.9471757254324831,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_48,hypothesis,JC,44,0.8565204992403175,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_48,datas,BC,44,0.7961431578024522,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_48,datas,JC,44,0.7243019966051496,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_48,inex,BC,44,0.7694023650172823,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_48,inex,JC,44,0.7319405600208276,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_48,samplesize,BC,44,0.9348288734769259,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_48,samplesize,JC,44,0.675369446253496,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_48,manvars,BC,44,0.8795113767438385,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_48,manvars,JC,44,0.6249319801194334,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_48,measurevars,BC,44,0.7256025095340506,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_48,measurevars,JC,44,0.5624338557373685,1
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_48,stats,BC,44,0.9476671388217561,0
DPT-2,text-embedding-3-large,GPT-5.1,High,NA,Yes,41,doi_48,stats,JC,44,0.6490585108730746,1
